C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_54_226.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_54_226.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_54_226.jpg, 0, 0, 0, 8.18425E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_54_351.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_54_351.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_54_351.jpg, 0, 0, 0, 8.172124E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_54_464.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_54_464.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_54_464.jpg, 0, 0, 0, 7.885803E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_54_569.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_54_569.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_54_569.jpg, 0, 0, 0, 8.224082E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_54_682.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_54_682.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_54_682.jpg, 0, 0, 0, 7.901E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_54_785.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_54_785.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_54_785.jpg, 0, 0, 0, 7.870224E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_54_893.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_54_893.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_54_893.jpg, 0, 0, 0, 7.784663E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_54_997.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_54_997.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_54_997.jpg, 0, 0, 0, 8.032038E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_55_099.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_55_099.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_55_099.jpg, 0, 0, 0, 8.030942E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_55_215.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_55_215.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_55_215.jpg, 0, 0, 0, 7.886734E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_55_329.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_55_329.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_55_329.jpg, 0, 0, 0, 8.016968E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_55_444.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_55_444.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_55_444.jpg, 0, 0, 0, 7.815343E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_55_566.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_55_566.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_55_566.jpg, 0, 0, 0, 7.824609E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_55_673.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_55_673.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_55_673.jpg, 0, 0, 0, 7.765841E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_55_776.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_55_776.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_55_776.jpg, 0, 0, 0, 7.857107E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_56_123.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_56_123.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_56_123.jpg, 0, 0, 0, 7.813869E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_56_397.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_56_397.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_56_397.jpg, 0, 0, 0, 7.809405E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_56_530.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_56_530.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_56_530.jpg, 0, 0, 0, 7.8659E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_56_793.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_56_793.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_56_793.jpg, 0, 0, 0, 8.011959E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_56_942.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_56_942.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_56_942.jpg, 0, 0, 0, 7.859285E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_57_094.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_57_094.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_57_094.jpg, 0, 0, 0, 7.890416E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_57_194.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_57_194.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_57_194.jpg, 0, 0, 0, 7.808131E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_57_301.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_57_301.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_57_301.jpg, 0, 0, 0, 7.784415E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_57_417.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_57_417.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_57_417.jpg, 0, 0, 0, 7.780392E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_57_526.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_57_526.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_57_526.jpg, 0, 0, 0, 7.758193E-05
C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\center_2021_09_15_19_56_57_673.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\left_2021_09_15_19_56_57_673.jpg, C:\Users\lenovo\Desktop\finding_lanes\DATA\IMG\right_2021_09_15_19_56_57_673.jpg, 0, 0, 0, 8.559821E-05
